224	1201
236	12020
236	12022
236	12023
236	12024
236	120250
236	120251
236	120252
236	120253
236	120254
236	1202554
256	1202555
236	1202557
236	1202558
236	120256
236	120257
236	120258
236	120259
236	120260
236	120261
236	120262
236	120263
236	120264
236	120265
236	120266
236	120267
238	1202680
236	1202682
236	1202685
236	1202686
236	1202687
236	120269
236	12027
236	12028
236	12029
920	12031
920	120320
920	120321
920	120322
920	120323
920	120324
920	120325
920	120326
920	1203270
920	1203271
920	1203272
920	1203274
920	1203275
132	1203278
920	1203279
920	120328
920	120329
920	1203301
132	1203302
920	1203303
920	1203304
920	1203305
920	1203307
920	1203308
920	1203309
920	120331
920	120332
920	120333
920	120334
920	120335
920	120336
920	120337
920	120338
920	120339
920	120340
920	1203410
920	1203412
132	1203413
920	1203414
920	1203415
920	1203416
920	1203417
920	1203418
920	1203419
920	1203420
920	1203421
132	1203422
920	1203423
920	1203424
920	1203425
920	1203426
920	1203427
920	1203428
920	1203429
920	120343
920	120344
920	120345
920	120346
920	120347
920	1203480
920	1203481
920	1203482
920	1203483
920	1203484
132	1203485
920	1203486
132	1203487
920	1203488
920	1203489
920	1203490
920	1203491
920	1203492
920	1203493
920	1203494
920	1203495
132	1203496
920	1203497
920	1203498
920	1203499
920	120350
920	120351
920	120352
920	1203530
132	1203531
132	1203532
920	1203533
920	1203534
920	1203535
920	1203536
920	1203537
920	1203541
132	1203542
920	1203544
920	1203546
920	1203547
920	1203550
920	1203551
132	1203552
920	1203553
920	1203554
920	1203555
920	1203556
920	1203557
920	1203558
920	1203559
920	120356
920	120357
920	120358
920	120359
920	120360
920	1203613
920	1203614
920	1203615
132	1203618
920	1203619
920	1203621
132	1203622
920	1203623
920	1203624
132	1203625
920	1203626
920	1203627
920	1203628
132	1203629
920	120363
920	120364
920	120365
132	1203661
920	1203662
920	1203663
920	1203664
920	1203665
920	1203668
920	120367
920	120368
920	120369
920	12037
920	120380
920	1203812
132	1203813
920	1203814
920	1203815
920	1203817
920	1203818
920	1203819
920	120382
920	120383
920	120384
920	120385
132	1203861
132	1203862
132	1203863
132	1203864
920	1203865
920	1203866
920	1203867
920	1203868
132	1203869
132	1203870
920	1203871
920	1203872
920	1203874
920	1203875
920	1203876
920	1203877
920	1203878
920	1203879
920	120388
920	120389
920	12039
888	1204
478	120502
476	120503
476	12052
476	12053
476	12054
476	120550
476	120551
476	120552
476	120553
476	120554
476	120555
476	120556
476	120557
476	120558
476	1205590
476	1205591
476	1205592
476	1205594
476	1205595
482	1205596
476	1205597
476	1205599
476	120560
476	120561
476	120562
476	120563
476	120564
476	120565
476	1205660
476	1205661
482	1205662
476	1205663
476	1205664
476	1205665
476	1205667
476	1205668
476	1205669
476	120567
476	120568
476	120569
476	12057
476	12058
476	12059
674	1206
120	12070
120	12072
120	12073
120	120740
120	120741
120	120742
120	1207431
120	1207432
120	1207434
120	1207435
120	1207436
120	1207437
122	1207438
122	1207439
120	120744
120	1207450
122	1207451
120	1207452
120	1207453
120	1207454
120	1207455
120	1207456
120	1207457
120	1207458
120	1207459
120	120746
120	1207471
120	1207472
120	1207473
120	1207474
122	1207475
120	1207476
120	1207477
120	1207478
120	1207479
120	1207480
120	1207481
120	1207482
120	1207483
120	1207484
120	1207485
122	1207486
120	1207487
120	1207488
120	1207489
120	120749
120	12075
120	12076
120	12077
120	12078
120	12079
960	120803
652	120804
652	1208220
652	1208221
960	1208222
652	1208223
676	1208224
654	1208225
652	1208226
652	1208227
652	1208228
652	1208229
652	1208230
676	1208231
652	1208232
652	1208233
652	1208234
652	1208235
652	1208236
652	1208237
652	1208238
652	1208239
652	1208240
652	1208241
652	1208242
652	1208243
652	1208244
960	1208245
652	1208246
652	1208247
652	1208248
652	1208249
652	1208250
652	1208251
652	1208252
652	1208253
652	1208254
960	1208255
652	1208256
652	1208257
652	1208258
652	1208259
652	1208260
652	1208261
960	1208263
960	1208264
960	1208265
960	1208266
960	1208267
676	1208268
652	1208269
652	1208270
652	1208271
652	1208272
676	1208273
676	1208274
652	1208275
676	1208276
652	1208278
652	1208279
652	1208280
652	1208281
652	1208283
652	1208284
960	1208285
652	1208286
652	1208287
652	1208288
676	1208289
960	1208290
652	1208291
652	1208293
652	1208294
652	1208295
652	1208296
676	1208299
652	12083
652	1208420
652	1208421
652	1208422
652	1208423
652	1208424
652	1208425
652	1208426
652	1208427
960	1208428
652	1208429
652	1208430
652	1208431
652	1208432
652	1208433
652	1208434
960	1208435
652	1208436
960	1208437
652	1208438
652	1208439
652	1208440
652	1208441
652	1208442
960	1208443
960	1208444
652	1208445
960	1208448
652	1208451
652	1208452
652	1208453
652	1208454
652	1208455
652	1208456
960	1208457
652	1208458
652	1208459
652	1208460
652	1208461
652	1208462
652	1208463
960	1208464
652	1208465
652	1208466
652	1208467
652	1208468
652	1208472
652	1208474
652	1208475
960	1208476
652	1208477
652	1208478
652	1208479
652	1208481
652	1208482
652	1208483
652	1208484
652	1208485
960	1208486
652	1208487
652	1208489
652	120849
652	120852
652	120853
652	120854
652	1208550
652	1208552
652	1208554
660	1208555
960	1208556
652	1208558
652	1208559
652	1208562
654	1208564
652	1208567
652	1208568
652	1208569
652	120857
652	120858
652	120859
652	1208622
960	1208623
652	1208624
652	1208625
652	1208628
652	120863
960	1208640
960	1208641
652	1208642
652	1208644
652	1208645
652	1208646
652	1208648
652	1208650
960	1208651
652	1208652
652	1208653
652	1208654
652	1208655
652	1208656
652	1208657
652	1208658
960	1208659
960	1208660
960	1208661
652	1208662
652	1208663
960	1208664
960	1208665
960	1208666
960	1208667
960	1208668
652	1208669
652	1208670
652	1208672
652	1208673
652	1208674
960	1208676
652	1208677
652	1208678
652	1208679
652	1208680
652	1208681
960	1208682
960	1208683
652	1208684
960	1208686
960	1208687
652	1208688
960	1208689
652	1208690
960	1208691
652	1208692
652	1208693
652	1208694
652	1208698
960	1208699
652	120872
652	120873
652	1208740
652	1208741
676	1208743
960	1208744
652	1208745
676	1208746
652	1208747
676	1208748
652	1208749
676	1208750
960	1208752
960	1208753
652	1208754
960	1208755
652	1208756
652	1208759
960	1208762
652	1208764
960	1208765
652	1208766
652	1208767
652	1208768
960	1208769
960	1208771
960	1208772
960	1208773
652	1208774
652	1208775
652	1208776
960	1208777
652	1208778
652	1208781
652	1208782
960	1208783
960	1208784
652	1208785
960	1208786
652	1208787
652	1208788
652	1208789
676	1208791
652	1208793
652	1208796
676	1208798
676	1208799
652	1208822
652	1208823
652	1208824
652	1208825
960	1208826
652	1208828
652	1208829
652	1208830
652	1208832
652	1208834
676	1208835
676	1208836
652	1208837
652	1208838
652	1208839
652	1208840
652	1208841
676	1208842
676	1208843
652	1208845
652	1208846
652	1208847
676	1208848
652	1208850
652	1208851
652	1208852
652	1208853
652	1208854
652	1208857
960	1208858
652	1208859
652	120886
652	1208870
652	1208871
654	1208873
960	1208874
960	1208875
652	1208876
960	1208877
652	1208878
652	1208879
652	1208880
960	1208882
960	1208883
652	1208884
960	1208885
652	1208886
652	1208887
652	1208888
652	1208890
652	1208891
960	1208892
652	1208893
652	1208894
652	1208895
652	1208896
652	1208897
652	1208898
652	1208899
652	1208922
676	1208924
676	1208926
960	1208929
652	1208931
652	1208934
676	1208935
676	1208937
652	1208938
652	1208939
652	1208940
652	1208941
648	1208942
652	1208943
652	1208945
652	1208947
652	120895
652	1208961
676	1208962
652	1208963
960	1208964
652	1208969
652	1208980
652	1208981
676	1208983
652	1208985
652	1208988
652	1208989
738	120903
728	120905
728	120906
738	120920
728	120921
728	1209220
738	1209223
738	120923
728	1209240
738	1209242
738	1209243
738	1209245
728	1209246
728	1209247
738	1209249
738	120925
738	120926
728	1209270
728	1209273
738	1209274
738	1209278
738	1209279
738	120928
738	120929
738	120930
738	120931
738	120932
738	120933
738	120934
738	120935
728	1209363
728	1209364
738	1209365
738	1209366
738	1209367
738	1209368
738	1209369
738	120937
738	1209380
738	1209381
738	1209382
738	1209383
738	1209384
738	1209385
738	1209386
728	1209387
738	1209388
738	1209389
738	1209391
728	1209392
738	1209393
738	1209394
738	1209395
738	1209396
738	1209397
738	1209398
728	1209399
738	120940
738	120941
738	1209422
738	1209423
738	1209424
738	1209425
728	1209426
738	1209427
738	1209428
738	1209431
738	1209432
738	1209433
738	1209434
728	1209435
738	1209436
738	1209437
738	1209438
738	1209439
738	120944
738	120945
738	120946
738	120947
738	120948
738	120949
738	12095
738	120960
738	120961
738	1209620
728	1209621
738	1209622
738	1209623
738	1209624
738	1209625
738	1209626
738	1209627
738	1209628
738	1209629
738	120963
738	120964
738	120965
738	120966
738	120967
738	120968
738	1209690
738	1209691
738	1209692
738	1209694
728	1209695
738	1209697
738	120970
738	120971
738	120972
738	1209730
728	1209731
738	1209732
738	1209733
738	1209734
738	1209736
728	1209742
738	1209743
738	1209744
738	1209745
738	1209748
738	120975
738	1209760
738	1209761
738	1209762
738	1209763
738	1209765
738	1209766
728	1209767
738	1209768
738	1209769
738	120977
738	120978
738	120979
738	120980
738	120981
738	120982
738	120983
738	120984
738	120985
728	1209861
738	1209862
738	1209863
738	1209867
738	1209869
738	1209870
728	1209873
738	1209874
738	1209877
738	1209878
738	1209879
738	120988
738	120989
728	120990
738	120991
738	120992
738	120993
738	120994
738	120995
738	1209962
738	1209965
728	1209966
728	1209967
738	1209968
738	1209969
728	1209974
738	1209975
728	1209977
728	1209978
738	120998
738	1209990
738	1209993
728	1209994
738	1209995
738	1209996
728	1209999
566	1210
132	1212
730	1213
552	1214
228	12150
228	12152
228	12153
228	12154
228	12155
228	121560
228	121561
228	121562
228	121563
228	121564
228	121565
228	1215660
228	1215661
228	1215662
228	1215663
226	1215664
228	1215665
228	1215668
228	1215669
228	121567
228	121568
228	121569
228	12157
228	12158
228	12159
325	121602
320	121603
322	121604
320	12162
320	12163
320	12164
320	12165
320	12166
320	12167
320	12168
320	12169
976	1217034
374	1217036
374	1217201
374	1217206
370	1217207
370	1217208
374	1217209
374	121721
376	1217221
376	1217222
376	1217223
376	1217224
376	1217225
976	1217226
976	1217227
376	1217228
976	1217229
376	1217231
976	1217232
374	1217233
976	1217234
976	1217235
376	1217236
976	1217237
976	1217238
370	1217239
374	1217241
376	1217242
376	1217243
370	1217244
376	1217245
976	1217246
370	1217247
376	1217248
370	1217249
938	1217251
374	1217252
370	1217253
976	1217254
370	1217255
977	1217256
376	1217257
976	1217258
976	1217259
370	1217260
370	1217261
374	1217262
374	1217263
938	1217264
370	1217265
976	1217266
370	1217267
976	1217268
938	1217269
976	1217272
976	1217273
370	1217274
938	1217275
976	1217276
376	1217277
370	1217278
938	1217279
374	1217280
370	1217281
370	1217282
370	1217283
370	1217284
376	1217285
370	1217286
976	1217287
370	1217288
376	1217289
376	1217291
370	1217292
374	1217293
976	1217294
374	1217295
374	1217298
358	121730
374	1217320
374	1217321
376	1217322
376	1217323
976	1217324
976	1217325
370	1217326
376	1217327
370	1217328
374	1217329
374	1217331
370	1217332
370	1217333
376	1217334
376	1217335
376	1217336
370	1217337
376	1217338
370	1217339
374	1217341
976	1217342
976	1217343
370	1217344
976	1217345
976	1217346
976	1217347
976	1217348
976	1217349
370	1217351
370	1217352
370	1217353
370	1217354
370	1217355
370	1217356
977	1217357
374	1217358
370	1217359
374	1217361
374	1217362
370	1217363
374	1217364
370	1217365
370	1217366
370	1217367
376	1217368
370	1217369
376	1217370
376	1217371
370	1217372
370	1217373
376	1217374
370	1217375
366	1217376
370	1217377
370	1217378
370	1217379
366	1217380
374	1217381
976	1217382
370	1217383
370	1217384
938	1217385
370	1217386
370	1217387
370	1217388
374	1217389
374	1217391
376	1217392
370	1217394
370	1217395
370	1217396
370	1217397
370	1217398
374	1217412
374	1217413
374	1217414
374	1217415
374	1217416
370	1217417
370	1217418
370	1217419
374	1217420
374	1217421
374	1217422
374	1217423
374	1217424
374	1217425
376	1217426
370	1217427
374	1217428
374	1217429
376	1217430
370	1217431
376	1217432
374	1217433
376	1217434
374	1217435
374	1217436
376	1217437
374	1217438
374	1217439
376	1217440
374	1217441
370	1217442
370	1217443
370	1217444
366	1217445
370	1217446
366	1217447
977	1217448
977	1217449
374	1217450
374	1217451
374	1217452
977	1217453
374	1217454
376	1217455
976	1217456
376	1217457
374	1217458
976	1217459
976	1217460
374	1217462
938	1217463
374	1217464
938	1217465
938	1217466
374	1217467
374	1217468
370	1217469
374	1217470
374	1217471
376	1217472
376	1217473
370	1217474
374	1217475
374	1217476
370	1217477
376	1217478
376	1217479
370	1217480
374	1217481
374	1217482
374	1217483
374	1217484
370	1217485
374	1217486
374	1217487
374	1217488
370	1217489
376	1217490
376	1217491
374	1217492
370	1217493
374	1217494
370	1217495
374	1217496
370	1217497
374	1217498
370	1217499
374	1217521
374	1217522
374	1217523
374	1217524
374	1217525
976	1217526
374	1217527
374	1217528
374	1217529
370	1217531
976	1217532
976	1217533
